REF_DATE,GEO,Custodial admissions,Age group,VALUE
2013/2014,Saskatchewan,Other custodial statuses,30 to 34 years,44
2013/2014,Saskatchewan,Other custodial statuses,35 to 39 years,33
2013/2014,Saskatchewan,Other custodial statuses,40 to 44 years,33
2013/2014,Saskatchewan,Other custodial statuses,45 to 49 years,27
2013/2014,Saskatchewan,Other custodial statuses,50 years and over,37
2013/2014,Saskatchewan,Other custodial statuses,Age unknown,0
2013/2014,Saskatchewan,Other custodial statuses,Median age on admission,
2013/2014,Alberta,"Total, custodial admissions","Total, custodial admissions by age group",
2013/2014,Alberta,"Total, custodial admissions",Age unknown,
2013/2014,Alberta,Sentenced,"Total, custodial admissions by age group",
2013/2014,Alberta,Sentenced,Age unknown,
2013/2014,Alberta,Remand,"Total, custodial admissions by age group",
2013/2014,Alberta,Remand,Age unknown,
2013/2014,Alberta,Other custodial statuses,"Total, custodial admissions by age group",
2013/2014,Alberta,Other custodial statuses,Age unknown,
2013/2014,British Columbia,"Total, custodial admissions","Total, custodial admissions by age group",22448
2013/2014,British Columbia,"Total, custodial admissions",18 to 19 years,706
2013/2014,British Columbia,"Total, custodial admissions",20 to 24 years,3276
2013/2014,British Columbia,"Total, custodial admissions",25 to 29 years,4007
2013/2014,British Columbia,"Total, custodial admissions",30 to 34 years,3967
2013/2014,British Columbia,"Total, custodial admissions",35 to 39 years,3206
2013/2014,British Columbia,"Total, custodial admissions",40 to 44 years,2907
2013/2014,British Columbia,"Total, custodial admissions",45 to 49 years,2117
2013/2014,British Columbia,"Total, custodial admissions",50 years and over,2262
2013/2014,British Columbia,"Total, custodial admissions",Age unknown,0
2013/2014,British Columbia,Sentenced,"Total, custodial admissions by age group",9010
2013/2014,British Columbia,Sentenced,18 to 19 years,241
2013/2014,British Columbia,Sentenced,20 to 24 years,1306
2013/2014,British Columbia,Sentenced,25 to 29 years,1586
2013/2014,British Columbia,Sentenced,30 to 34 years,1538
2013/2014,British Columbia,Sentenced,35 to 39 years,1322
2013/2014,British Columbia,Sentenced,40 to 44 years,1186
2013/2014,British Columbia,Sentenced,45 to 49 years,882
2013/2014,British Columbia,Sentenced,50 years and over,949
2013/2014,British Columbia,Sentenced,Age unknown,0
2013/2014,British Columbia,Sentenced,Median age on admission,34
2013/2014,British Columbia,Remand,"Total, custodial admissions by age group",12155
2013/2014,British Columbia,Remand,18 to 19 years,459
2013/2014,British Columbia,Remand,20 to 24 years,1818
2013/2014,British Columbia,Remand,25 to 29 years,2203
2013/2014,British Columbia,Remand,30 to 34 years,2179
2013/2014,British Columbia,Remand,35 to 39 years,1694
2013/2014,British Columbia,Remand,40 to 44 years,1551
2013/2014,British Columbia,Remand,45 to 49 years,1100
2013/2014,British Columbia,Remand,50 years and over,1151
2013/2014,British Columbia,Remand,Age unknown,0
2013/2014,British Columbia,Remand,Median age on admission,33
2013/2014,British Columbia,Other custodial statuses,"Total, custodial admissions by age group",1283
2013/2014,British Columbia,Other custodial statuses,18 to 19 years,6
2013/2014,British Columbia,Other custodial statuses,20 to 24 years,152
2013/2014,British Columbia,Other custodial statuses,25 to 29 years,218
2013/2014,British Columbia,Other custodial statuses,30 to 34 years,250
2013/2014,British Columbia,Other custodial statuses,35 to 39 years,190
2013/2014,British Columbia,Other custodial statuses,40 to 44 years,170
2013/2014,British Columbia,Other custodial statuses,45 to 49 years,135
2013/2014,British Columbia,Other custodial statuses,50 years and over,162
2013/2014,British Columbia,Other custodial statuses,Age unknown,0
2013/2014,British Columbia,Other custodial statuses,Median age on admission,
2013/2014,Yukon,"Total, custodial admissions","Total, custodial admissions by age group",735
2013/2014,Yukon,"Total, custodial admissions",18 to 19 years,13
2013/2014,Yukon,"Total, custodial admissions",20 to 24 years,120
2013/2014,Yukon,"Total, custodial admissions",25 to 29 years,112
2013/2014,Yukon,"Total, custodial admissions",30 to 34 years,141
2013/2014,Yukon,"Total, custodial admissions",35 to 39 years,84
2013/2014,Yukon,"Total, custodial admissions",40 to 44 years,93
2013/2014,Yukon,"Total, custodial admissions",45 to 49 years,81
2013/2014,Yukon,"Total, custodial admissions",50 years and over,91
2013/2014,Yukon,"Total, custodial admissions",Age unknown,0
2013/2014,Yukon,Sentenced,"Total, custodial admissions by age group",240
2013/2014,Yukon,Sentenced,18 to 19 years,4
2013/2014,Yukon,Sentenced,20 to 24 years,41
2013/2014,Yukon,Sentenced,25 to 29 years,35
2013/2014,Yukon,Sentenced,30 to 34 years,50
2013/2014,Yukon,Sentenced,35 to 39 years,25
2013/2014,Yukon,Sentenced,40 to 44 years,34
2013/2014,Yukon,Sentenced,45 to 49 years,23
2013/2014,Yukon,Sentenced,50 years and over,28
2013/2014,Yukon,Sentenced,Age unknown,0
2013/2014,Yukon,Sentenced,Median age on admission,34
2013/2014,Yukon,Remand,"Total, custodial admissions by age group",475
2013/2014,Yukon,Remand,18 to 19 years,9
2013/2014,Yukon,Remand,20 to 24 years,76
2013/2014,Yukon,Remand,25 to 29 years,76
2013/2014,Yukon,Remand,30 to 34 years,89
2013/2014,Yukon,Remand,35 to 39 years,57
2013/2014,Yukon,Remand,40 to 44 years,54
2013/2014,Yukon,Remand,45 to 49 years,56
2013/2014,Yukon,Remand,50 years and over,58
2013/2014,Yukon,Remand,Age unknown,0
2013/2014,Yukon,Remand,Median age on admission,34
2013/2014,Yukon,Other custodial statuses,"Total, custodial admissions by age group",20
2013/2014,Yukon,Other custodial statuses,18 to 19 years,0
2013/2014,Yukon,Other custodial statuses,20 to 24 years,3
2013/2014,Yukon,Other custodial statuses,25 to 29 years,1
2013/2014,Yukon,Other custodial statuses,30 to 34 years,2
2013/2014,Yukon,Other custodial statuses,35 to 39 years,2
2013/2014,Yukon,Other custodial statuses,40 to 44 years,5
2013/2014,Yukon,Other custodial statuses,45 to 49 years,2
2013/2014,Yukon,Other custodial statuses,50 years and over,5
2013/2014,Yukon,Other custodial statuses,Age unknown,0
2013/2014,Yukon,Other custodial statuses,Median age on admission,43
2013/2014,Northwest Territories,"Total, custodial admissions","Total, custodial admissions by age group",981
2013/2014,Northwest Territories,"Total, custodial admissions",18 to 19 years,43
2013/2014,Northwest Territories,"Total, custodial admissions",20 to 24 years,217
2013/2014,Northwest Territories,"Total, custodial admissions",25 to 29 years,199
2013/2014,Northwest Territories,"Total, custodial admissions",30 to 34 years,160
2013/2014,Northwest Territories,"Total, custodial admissions",35 to 39 years,105
2013/2014,Northwest Territories,"Total, custodial admissions",40 to 44 years,97
2013/2014,Northwest Territories,"Total, custodial admissions",45 to 49 years,76
2013/2014,Northwest Territories,"Total, custodial admissions",50 years and over,84
2013/2014,Northwest Territories,"Total, custodial admissions",Age unknown,0
2013/2014,Northwest Territories,Sentenced,"Total, custodial admissions by age group",522
2013/2014,Northwest Territories,Sentenced,18 to 19 years,17
2013/2014,Northwest Territories,Sentenced,20 to 24 years,116
2013/2014,Northwest Territories,Sentenced,25 to 29 years,110
2013/2014,Northwest Territories,Sentenced,30 to 34 years,83
2013/2014,Northwest Territories,Sentenced,35 to 39 years,57
2013/2014,Northwest Territories,Sentenced,40 to 44 years,53
2013/2014,Northwest Territories,Sentenced,45 to 49 years,36
2013/2014,Northwest Territories,Sentenced,50 years and over,50
2013/2014,Northwest Territories,Sentenced,Age unknown,0
2013/2014,Northwest Territories,Sentenced,Median age on admission,29
2013/2014,Northwest Territories,Remand,"Total, custodial admissions by age group",459
2013/2014,Northwest Territories,Remand,18 to 19 years,26
2013/2014,Northwest Territories,Remand,20 to 24 years,101
2013/2014,Northwest Territories,Remand,25 to 29 years,89
2013/2014,Northwest Territories,Remand,30 to 34 years,77
2013/2014,Northwest Territories,Remand,35 to 39 years,48
2013/2014,Northwest Territories,Remand,40 to 44 years,44
2013/2014,Northwest Territories,Remand,45 to 49 years,40
2013/2014,Northwest Territories,Remand,50 years and over,34
2013/2014,Northwest Territories,Remand,Age unknown,0
2013/2014,Northwest Territories,Remand,Median age on admission,29
2013/2014,Northwest Territories,Other custodial statuses,"Total, custodial admissions by age group",
2013/2014,Northwest Territories,Other custodial statuses,18 to 19 years,
2013/2014,Northwest Territories,Other custodial statuses,20 to 24 years,
2013/2014,Northwest Territories,Other custodial statuses,25 to 29 years,
2013/2014,Northwest Territories,Other custodial statuses,30 to 34 years,
2013/2014,Northwest Territories,Other custodial statuses,35 to 39 years,
2013/2014,Northwest Territories,Other custodial statuses,40 to 44 years,
2013/2014,Northwest Territories,Other custodial statuses,45 to 49 years,
2013/2014,Northwest Territories,Other custodial statuses,50 years and over,
2013/2014,Northwest Territories,Other custodial statuses,Age unknown,
2013/2014,Northwest Territories,Other custodial statuses,Median age on admission,
2013/2014,Nunavut,"Total, custodial admissions","Total, custodial admissions by age group",1033
2013/2014,Nunavut,"Total, custodial admissions",18 to 19 years,36
2013/2014,Nunavut,"Total, custodial admissions",20 to 24 years,193
2013/2014,Nunavut,"Total, custodial admissions",25 to 29 years,295
2013/2014,Nunavut,"Total, custodial admissions",30 to 34 years,207
2013/2014,Nunavut,"Total, custodial admissions",35 to 39 years,120
2013/2014,Nunavut,"Total, custodial admissions",40 to 44 years,79
2013/2014,Nunavut,"Total, custodial admissions",45 to 49 years,62
2013/2014,Nunavut,"Total, custodial admissions",50 years and over,40
2013/2014,Nunavut,"Total, custodial admissions",Age unknown,1
2013/2014,Nunavut,Sentenced,"Total, custodial admissions by age group",561
2013/2014,Nunavut,Sentenced,18 to 19 years,15
2013/2014,Nunavut,Sentenced,20 to 24 years,102
2013/2014,Nunavut,Sentenced,25 to 29 years,160
2013/2014,Nunavut,Sentenced,30 to 34 years,104
2013/2014,Nunavut,Sentenced,35 to 39 years,70
2013/2014,Nunavut,Sentenced,40 to 44 years,46
2013/2014,Nunavut,Sentenced,45 to 49 years,39
2013/2014,Nunavut,Sentenced,50 years and over,25
2013/2014,Nunavut,Sentenced,Age unknown,0
2013/2014,Nunavut,Sentenced,Median age on admission,30
2013/2014,Nunavut,Remand,"Total, custodial admissions by age group",472
2013/2014,Nunavut,Remand,18 to 19 years,21
2013/2014,Nunavut,Remand,20 to 24 years,91
2013/2014,Nunavut,Remand,25 to 29 years,135
2013/2014,Nunavut,Remand,30 to 34 years,103
2013/2014,Nunavut,Remand,35 to 39 years,50
2013/2014,Nunavut,Remand,40 to 44 years,33
2013/2014,Nunavut,Remand,45 to 49 years,23
2013/2014,Nunavut,Remand,50 years and over,15
2013/2014,Nunavut,Remand,Age unknown,1
2013/2014,Nunavut,Remand,Median age on admission,29
2014/2015,All Provinces and territories,"Total, custodial admissions","Total, custodial admissions by age group",197454
2014/2015,All Provinces and territories,"Total, custodial admissions",18 to 19 years,10191
2014/2015,All Provinces and territories,"Total, custodial admissions",20 to 24 years,36399
2014/2015,All Provinces and territories,"Total, custodial admissions",25 to 29 years,35942
2014/2015,All Provinces and territories,"Total, custodial admissions",30 to 34 years,32200
2014/2015,All Provinces and territories,"Total, custodial admissions",35 to 39 years,24105
2014/2015,All Provinces and territories,"Total, custodial admissions",40 to 44 years,19865
2014/2015,All Provinces and territories,"Total, custodial admissions",45 to 49 years,16502
2014/2015,All Provinces and territories,"Total, custodial admissions",50 years and over,22138
2014/2015,All Provinces and territories,"Total, custodial admissions",Age unknown,112
2014/2015,All Provinces and territories,Sentenced,"Total, custodial admissions by age group",62279
2014/2015,All Provinces and territories,Sentenced,18 to 19 years,1969
2014/2015,All Provinces and territories,Sentenced,20 to 24 years,10613
2014/2015,All Provinces and territories,Sentenced,25 to 29 years,11440
2014/2015,All Provinces and territories,Sentenced,30 to 34 years,10263
2014/2015,All Provinces and territories,Sentenced,35 to 39 years,7797
2014/2015,All Provinces and territories,Sentenced,40 to 44 years,6590
2014/2015,All Provinces and territories,Sentenced,45 to 49 years,5623
2014/2015,All Provinces and territories,Sentenced,50 years and over,7953
2014/2015,All Provinces and territories,Sentenced,Age unknown,31
2014/2015,All Provinces and territories,Remand,"Total, custodial admissions by age group",117211
2014/2015,All Provinces and territories,Remand,18 to 19 years,7248
2014/2015,All Provinces and territories,Remand,20 to 24 years,22415
2014/2015,All Provinces and territories,Remand,25 to 29 years,21092
2014/2015,All Provinces and territories,Remand,30 to 34 years,18957
2014/2015,All Provinces and territories,Remand,35 to 39 years,14163
2014/2015,All Provinces and territories,Remand,40 to 44 years,11478
2014/2015,All Provinces and territories,Remand,45 to 49 years,9485
2014/2015,All Provinces and territories,Remand,50 years and over,12348
2014/2015,All Provinces and territories,Remand,Age unknown,25
2014/2015,All Provinces and territories,Other custodial statuses,"Total, custodial admissions by age group",17964
2014/2015,All Provinces and territories,Other custodial statuses,18 to 19 years,974
2014/2015,All Provinces and territories,Other custodial statuses,20 to 24 years,3371
2014/2015,All Provinces and territories,Other custodial statuses,25 to 29 years,3410
2014/2015,All Provinces and territories,Other custodial statuses,30 to 34 years,2980
2014/2015,All Provinces and territories,Other custodial statuses,35 to 39 years,2145
2014/2015,All Provinces and territories,Other custodial statuses,40 to 44 years,1797
2014/2015,All Provinces and territories,Other custodial statuses,45 to 49 years,1394
2014/2015,All Provinces and territories,Other custodial statuses,50 years and over,1837
2014/2015,All Provinces and territories,Other custodial statuses,Age unknown,56
2014/2015,Newfoundland and Labrador,"Total, custodial admissions","Total, custodial admissions by age group",1981
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",18 to 19 years,79
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",20 to 24 years,381
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",25 to 29 years,376
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",30 to 34 years,352
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",35 to 39 years,244
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",40 to 44 years,177
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",45 to 49 years,109
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",50 years and over,263
2014/2015,Newfoundland and Labrador,"Total, custodial admissions",Age unknown,0
2014/2015,Newfoundland and Labrador,Sentenced,"Total, custodial admissions by age group",1131
2014/2015,Newfoundland and Labrador,Sentenced,18 to 19 years,41
2014/2015,Newfoundland and Labrador,Sentenced,20 to 24 years,205
2014/2015,Newfoundland and Labrador,Sentenced,25 to 29 years,223
2014/2015,Newfoundland and Labrador,Sentenced,30 to 34 years,204
2014/2015,Newfoundland and Labrador,Sentenced,35 to 39 years,134
2014/2015,Newfoundland and Labrador,Sentenced,40 to 44 years,104
2014/2015,Newfoundland and Labrador,Sentenced,45 to 49 years,61
2014/2015,Newfoundland and Labrador,Sentenced,50 years and over,159
2014/2015,Newfoundland and Labrador,Sentenced,Age unknown,0
2014/2015,Newfoundland and Labrador,Sentenced,Median age on admission,31
2014/2015,Newfoundland and Labrador,Remand,"Total, custodial admissions by age group",764
2014/2015,Newfoundland and Labrador,Remand,18 to 19 years,38
2014/2015,Newfoundland and Labrador,Remand,20 to 24 years,158
