"REF_DATE","GEO","DGUID","Custodial and community supervision","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2004/2005","Nunavut","2016A000262","Total actual-in count","Persons","249","units","0","v32164258","14.1","13.8","","","","1"
"2004/2005","Nunavut","2016A000262","Total sentenced custody, actual-in count","Persons","249","units","0","v32164259","14.2","9.1","","","","1"
"2004/2005","Nunavut","2016A000262","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164260","14.3","4.9","","","","1"
"2004/2005","Nunavut","2016A000262","Sentenced open custody, actual-in count","Persons","249","units","0","v32164261","14.4","4.2","","","","1"
"2004/2005","Nunavut","2016A000262","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164262","14.5","4.8","","","","1"
"2004/2005","Nunavut","2016A000262","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164263","14.6","35.25","","","","2"
"2004/2005","Nunavut","2016A000262","Total community supervision count","Persons","249","units","0","v32164264","14.7","45.9","","","","1"
"2004/2005","Nunavut","2016A000262","Probation, community supervision","Persons","249","units","0","v32164265","14.8","45.6","","","","1"
"2004/2005","Nunavut","2016A000262","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164266","14.9","0.3","","","","1"
"2004/2005","Nunavut","2016A000262","Probation rate per 10,000 young persons","Rate","257","units","0","v32164267","14.12","116.17","","","","2"
"2005/2006","Provinces and Territories","2016A000011124","Total actual-in count","Persons","249","units","0","v65927052","15.1","2025.7","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Total sentenced custody, actual-in count","Persons","249","units","0","v65927053","15.2","1152.1","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Sentenced secure custody, actual-in count","Persons","249","units","0","v65927054","15.3","589.9","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Sentenced open custody, actual-in count","Persons","249","units","0","v65927055","15.4","562.2","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v65927056","15.5","857.7","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Incarceration rates per 10,000 young persons","Rate","257","units","0","v65927057","15.6","7.77","","","","2"
"2005/2006","Provinces and Territories","2016A000011124","Total community supervision count","Persons","249","units","0","v65927058","15.7","19369.8","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Probation, community supervision","Persons","249","units","0","v65927059","15.8","18109.2","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Community portion of custody sentence, community supervision","Persons","249","units","0","v65927060","15.9","386.2","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Deferred custody, community supervision","Persons","249","units","0","v65927061","15.10","554.2","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Intensive support and supervision, community supervision","Persons","249","units","0","v65927062","15.11","320.1","","","","1"
"2005/2006","Provinces and Territories","2016A000011124","Probation rate per 10,000 young persons","Rate","257","units","0","v65927063","15.12","71.47","","","","2"
"2005/2006","Newfoundland and Labrador","2016A000210","Total actual-in count","Persons","249","units","0","v32164121","1.1","44.5","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Total sentenced custody, actual-in count","Persons","249","units","0","v32164122","1.2","38.3","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164123","1.3","16.9","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Sentenced open custody, actual-in count","Persons","249","units","0","v32164124","1.4","21.4","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164125","1.5","6.2","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164126","1.6","11.06","","","","2"
"2005/2006","Newfoundland and Labrador","2016A000210","Total community supervision count","Persons","249","units","0","v32164127","1.7","546.3","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Probation, community supervision","Persons","249","units","0","v32164128","1.8","519.3","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164129","1.9","18.4","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Deferred custody, community supervision","Persons","249","units","0","v32164130","1.10","8.1","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Intensive support and supervision, community supervision","Persons","249","units","0","v32164131","1.11","0.4","","","","1"
"2005/2006","Newfoundland and Labrador","2016A000210","Probation rate per 10,000 young persons","Rate","257","units","0","v32164132","1.12","129.10","","","","2"
"2005/2006","Prince Edward Island","2016A000211","Total actual-in count","Persons","249","units","0","v32164133","2.1","5.2","","","","1"
"2005/2006","Prince Edward Island","2016A000211","Total sentenced custody, actual-in count","Persons","249","units","0","v32164134","2.2","4.5","","","","1"
"2005/2006","Prince Edward Island","2016A000211","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164135","2.3","2.1","","","","1"
"2005/2006","Prince Edward Island","2016A000211","Sentenced open custody, actual-in count","Persons","249","units","0","v32164136","2.4","2.4","","","","1"
"2005/2006","Prince Edward Island","2016A000211","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164137","2.5","0.8","","","","1"
"2005/2006","Prince Edward Island","2016A000211","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164138","2.6","4.40","","","","2"
"2005/2006","Prince Edward Island","2016A000211","Total community supervision count","Persons","249","units","0","v32164139","2.7","","..","","","1"
"2005/2006","Prince Edward Island","2016A000211","Probation, community supervision","Persons","249","units","0","v32164140","2.8","","..","","","1"
"2005/2006","Prince Edward Island","2016A000211","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164141","2.9","","..","","","1"
"2005/2006","Prince Edward Island","2016A000211","Deferred custody, community supervision","Persons","249","units","0","v32164142","2.10","","..","","","1"
"2005/2006","Prince Edward Island","2016A000211","Intensive support and supervision, community supervision","Persons","249","units","0","v32164143","2.11","","..","","","1"
"2005/2006","Prince Edward Island","2016A000211","Probation rate per 10,000 young persons","Rate","257","units","0","v32164144","2.12","","..","","","2"
"2005/2006","Nova Scotia","2016A000212","Total actual-in count","Persons","249","units","0","v32164145","3.1","58.1","","","","1"
"2005/2006","Nova Scotia","2016A000212","Total sentenced custody, actual-in count","Persons","249","units","0","v32164146","3.2","37.6","","","","1"
"2005/2006","Nova Scotia","2016A000212","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164147","3.3","2.3","","","","1"
"2005/2006","Nova Scotia","2016A000212","Sentenced open custody, actual-in count","Persons","249","units","0","v32164148","3.4","35.3","","","","1"
"2005/2006","Nova Scotia","2016A000212","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164149","3.5","18.4","","","","1"
"2005/2006","Nova Scotia","2016A000212","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164150","3.6","7.84","","","","2"
"2005/2006","Nova Scotia","2016A000212","Total community supervision count","Persons","249","units","0","v32164151","3.7","608.5","","","","1"
"2005/2006","Nova Scotia","2016A000212","Probation, community supervision","Persons","249","units","0","v32164152","3.8","608.5","","","","1"
"2005/2006","Nova Scotia","2016A000212","Community portion of custody sentence, community supervision","Persons","249","units","0","v44182189","3.9","","..","","","1"
"2005/2006","Nova Scotia","2016A000212","Deferred custody, community supervision","Persons","249","units","0","v44182190","3.10","","..","","","1"
"2005/2006","Nova Scotia","2016A000212","Intensive support and supervision, community supervision","Persons","249","units","0","v44182191","3.11","","..","","","1"
"2005/2006","Nova Scotia","2016A000212","Probation rate per 10,000 young persons","Rate","257","units","0","v32164153","3.12","82.05","","","","2"
"2005/2006","New Brunswick","2016A000213","Total actual-in count","Persons","249","units","0","v32164154","4.1","63.3","","","","1"
"2005/2006","New Brunswick","2016A000213","Total sentenced custody, actual-in count","Persons","249","units","0","v32164155","4.2","50.4","","","","1"
"2005/2006","New Brunswick","2016A000213","Sentenced secure custody, actual-in count","Persons","249","units","0","v32164156","4.3","29.5","","","","1"
"2005/2006","New Brunswick","2016A000213","Sentenced open custody, actual-in count","Persons","249","units","0","v32164157","4.4","20.9","","","","1"
"2005/2006","New Brunswick","2016A000213","Pre-trial detention and other temporary detention, actual-in count","Persons","249","units","0","v32164158","4.5","11.5","","","","1"
"2005/2006","New Brunswick","2016A000213","Incarceration rates per 10,000 young persons","Rate","257","units","0","v32164159","4.6","10.91","","","","2"
"2005/2006","New Brunswick","2016A000213","Total community supervision count","Persons","249","units","0","v32164160","4.7","","..","","","1"
"2005/2006","New Brunswick","2016A000213","Probation, community supervision","Persons","249","units","0","v32164161","4.8","","..","","","1"
"2005/2006","New Brunswick","2016A000213","Community portion of custody sentence, community supervision","Persons","249","units","0","v32164162","4.9","","..","","","1"
"2005/2006","New Brunswick","2016A000213","Deferred custody, community supervision","Persons","249","units","0","v32164163","4.10","","..","","","1"
"2005/2006","New Brunswick","2016A000213","Intensive support and supervision, community supervision","Persons","249","units","0","v44182192","4.11","","..","","","1"
"2005/2006","New Brunswick","2016A000213","Probation rate per 10,000 young persons","Rate","257","units","0","v32164164","4.12","","..","","","2"
